strata,pop,treatment,__variable,__x,__cdf,male
male,ATE-weighted,0,age,32.845008735,0.0445065865,1
male,ATE-weighted,0,age,33.539343747,0.0498531579,1
male,ATE-weighted,0,age,34.23367876,0.0580974111,1
male,ATE-weighted,0,age,34.928013773,0.0660175069,1
male,ATE-weighted,0,age,35.622348785,0.0750445359,1
male,ATE-weighted,0,age,36.316683798,0.0865633517,1
male,ATE-weighted,0,age,37.011018811,0.0980097405,1
male,ATE-weighted,0,age,37.705353824,0.1120877758,1
male,ATE-weighted,0,age,38.399688836,0.1282442327,1
male,ATE-weighted,0,age,39.094023849,0.1470625079,1
male,ATE-weighted,0,age,39.788358862,0.1622975174,1
male,ATE-weighted,0,age,40.482693874,0.1801596976,1
male,ATE-weighted,0,age,41.177028887,0.1941301709,1
male,ATE-weighted,0,age,41.8713639,0.2119866613,1
male,ATE-weighted,0,age,42.565698913,0.2341795614,1
male,ATE-weighted,0,age,43.260033925,0.2523815539,1
male,ATE-weighted,0,age,43.954368938,0.2741373641,1
male,ATE-weighted,0,age,44.648703951,0.2982877546,1
male,ATE-weighted,0,age,45.343038964,0.3222334194,1
male,ATE-weighted,0,age,46.037373976,0.3529688786,1
male,ATE-weighted,0,age,46.731708989,0.370573262,1
male,ATE-weighted,0,age,47.426044002,0.4005797828,1
male,ATE-weighted,0,age,48.120379014,0.431794502,1
male,ATE-weighted,0,age,48.814714027,0.4559996349,1
male,ATE-weighted,0,age,49.50904904,0.4846411496,1
male,ATE-weighted,0,age,50.203384053,0.5084708447,1
male,ATE-weighted,0,age,50.897719065,0.5340932478,1
male,ATE-weighted,0,age,51.592054078,0.5638877229,1
male,ATE-weighted,0,age,52.286389091,0.5937018119,1
male,ATE-weighted,0,age,52.980724104,0.6187549709,1
male,ATE-weighted,0,age,53.675059116,0.6537919435,1
male,ATE-weighted,0,age,54.369394129,0.6748679909,1
male,ATE-weighted,0,age,55.063729142,0.6964140437,1
male,ATE-weighted,0,age,55.758064154,0.7193029776,1
male,ATE-weighted,0,age,56.452399167,0.7431726119,1
male,ATE-weighted,0,age,57.14673418,0.7637810867,1
male,ATE-weighted,0,age,57.841069193,0.7800011698,1
male,ATE-weighted,0,age,58.535404205,0.7985340681,1
male,ATE-weighted,0,age,59.229739218,0.8120987662,1
male,ATE-weighted,0,age,59.924074231,0.8270552672,1
male,ATE-weighted,0,age,60.618409243,0.8431598196,1
male,ATE-weighted,0,age,61.312744256,0.8563715608,1
male,ATE-weighted,0,age,62.007079269,0.8716396809,1
male,ATE-weighted,0,age,62.701414282,0.8800892214,1
male,ATE-weighted,0,age,63.395749294,0.8963205549,1
male,ATE-weighted,0,age,64.090084307,0.9042476856,1
male,ATE-weighted,0,age,64.78441932,0.9168296595,1
male,ATE-weighted,0,age,65.478754333,0.9360278118,1
male,ATE-weighted,0,age,66.173089345,0.9433673135,1
male,ATE-weighted,0,age,66.867424358,0.9482758572,1
male,ATE-weighted,0,age,67.561759371,0.9522990864,1
male,ATE-weighted,0,age,68.256094383,0.954125774,1
male,ATE-weighted,0,age,68.950429396,0.9598031304,1
male,ATE-weighted,0,age,69.644764409,0.965792723,1
male,ATE-weighted,0,age,70.339099422,0.9737291816,1
male,ATE-weighted,0,age,71.033434434,0.9806521448,1
male,ATE-weighted,0,age,71.727769447,0.9888092435,1
male,ATE-weighted,0,age,72.42210446,0.9888092435,1
male,ATE-weighted,0,age,73.116439473,0.9888092435,1
male,ATE-weighted,0,age,73.810774485,0.9888092435,1
male,ATE-weighted,0,age,74.505109498,0.9888092435,1
male,ATE-weighted,0,age,75.199444511,0.9888092435,1
male,ATE-weighted,0,age,75.893779523,0.9888092435,1
male,ATE-weighted,0,age,76.588114536,0.9946894506,1
male,ATE-weighted,0,age,77.282449549,0.9946894506,1
male,ATE-weighted,0,age,77.976784562,0.9946894506,1
male,ATE-weighted,0,age,78.671119574,0.9946894506,1
male,ATE-weighted,0,age,79.365454587,0.9946894506,1
male,ATE-weighted,0,age,80.0597896,0.9946894506,1
male,ATE-weighted,0,age,80.754124613,0.9946894506,1
male,ATE-weighted,0,age,81.448459625,1,1
male,ATE-weighted,1,age,13.36397171,0.0006343194,1
male,ATE-weighted,1,age,14.078234663,0.0006343194,1
male,ATE-weighted,1,age,14.792497616,0.0006343194,1
male,ATE-weighted,1,age,15.506760568,0.0006343194,1
male,ATE-weighted,1,age,16.221023521,0.0006343194,1
male,ATE-weighted,1,age,16.935286474,0.0006343194,1
male,ATE-weighted,1,age,17.649549426,0.0006343194,1
male,ATE-weighted,1,age,18.363812379,0.0014447955,1
male,ATE-weighted,1,age,19.078075332,0.0014447955,1
male,ATE-weighted,1,age,19.792338285,0.0014447955,1
male,ATE-weighted,1,age,20.506601237,0.0033852168,1
male,ATE-weighted,1,age,21.22086419,0.0033852168,1
male,ATE-weighted,1,age,21.935127143,0.0033852168,1
male,ATE-weighted,1,age,22.649390095,0.0039425248,1
male,ATE-weighted,1,age,23.363653048,0.0057167186,1
male,ATE-weighted,1,age,24.077916001,0.0057167186,1
male,ATE-weighted,1,age,24.792178954,0.0068344341,1
male,ATE-weighted,1,age,25.506441906,0.0083755092,1
male,ATE-weighted,1,age,26.220704859,0.0103809049,1
male,ATE-weighted,1,age,26.934967812,0.0117419249,1
male,ATE-weighted,1,age,27.649230764,0.0152352638,1
male,ATE-weighted,1,age,28.363493717,0.0157108579,1
male,ATE-weighted,1,age,29.07775667,0.0200174825,1
male,ATE-weighted,1,age,29.792019622,0.0241081692,1
male,ATE-weighted,1,age,30.506282575,0.0292521138,1
male,ATE-weighted,1,age,31.220545528,0.0318368574,1
male,ATE-weighted,1,age,31.934808481,0.0360370943,1
male,ATE-weighted,1,age,32.649071433,0.0412034076,1
male,ATE-weighted,1,age,33.363334386,0.0472703755,1
male,ATE-weighted,1,age,34.077597339,0.0544953146,1
male,ATE-weighted,1,age,34.791860291,0.063312968,1
male,ATE-weighted,1,age,35.506123244,0.075392697,1
male,ATE-weighted,1,age,36.220386197,0.0893468333,1
male,ATE-weighted,1,age,36.93464915,0.1025349045,1
male,ATE-weighted,1,age,37.648912102,0.1136030864,1
male,ATE-weighted,1,age,38.363175055,0.1268135826,1
male,ATE-weighted,1,age,39.077438008,0.1416911416,1
male,ATE-weighted,1,age,39.79170096,0.1604248238,1
male,ATE-weighted,1,age,40.505963913,0.1789276397,1
male,ATE-weighted,1,age,41.220226866,0.1981906548,1
male,ATE-weighted,1,age,41.934489819,0.2175303805,1
male,ATE-weighted,1,age,42.648752771,0.2342469424,1
male,ATE-weighted,1,age,43.363015724,0.2587164053,1
male,ATE-weighted,1,age,44.077278677,0.2802491032,1
male,ATE-weighted,1,age,44.791541629,0.3068876702,1
male,ATE-weighted,1,age,45.505804582,0.3306613361,1
male,ATE-weighted,1,age,46.220067535,0.3560183845,1
male,ATE-weighted,1,age,46.934330487,0.3779505706,1
male,ATE-weighted,1,age,47.64859344,0.40253784,1
male,ATE-weighted,1,age,48.362856393,0.436103347,1
male,ATE-weighted,1,age,49.077119346,0.4646448647,1
male,ATE-weighted,1,age,49.791382298,0.4924354774,1
male,ATE-weighted,1,age,50.505645251,0.5247873684,1
male,ATE-weighted,1,age,51.219908204,0.5534659318,1
male,ATE-weighted,1,age,51.934171156,0.5822263781,1
male,ATE-weighted,1,age,52.648434109,0.6119905658,1
male,ATE-weighted,1,age,53.362697062,0.6414887883,1
male,ATE-weighted,1,age,54.076960015,0.664396187,1
male,ATE-weighted,1,age,54.791222967,0.6894395612,1
male,ATE-weighted,1,age,55.50548592,0.7167751266,1
male,ATE-weighted,1,age,56.219748873,0.7423938589,1
male,ATE-weighted,1,age,56.934011825,0.7664628077,1
male,ATE-weighted,1,age,57.648274778,0.7861556248,1
male,ATE-weighted,1,age,58.362537731,0.8048995678,1
male,ATE-weighted,1,age,59.076800684,0.8253381502,1
male,ATE-weighted,1,age,59.791063636,0.8431714509,1
male,ATE-weighted,1,age,60.505326589,0.8584664372,1
male,ATE-weighted,1,age,61.219589542,0.8741078436,1
male,ATE-weighted,1,age,61.933852494,0.888222243,1
male,ATE-weighted,1,age,62.648115447,0.9030991119,1
male,ATE-weighted,1,age,63.3623784,0.9142471892,1
male,ATE-weighted,1,age,64.076641352,0.9236787328,1
male,ATE-weighted,1,age,64.790904305,0.9332459965,1
male,ATE-weighted,1,age,65.505167258,0.9422997253,1
male,ATE-weighted,1,age,66.219430211,0.9515254057,1
male,ATE-weighted,1,age,66.933693163,0.9577845266,1
male,ATE-weighted,1,age,67.647956116,0.9642579882,1
male,ATE-weighted,1,age,68.362219069,0.9697798062,1
male,ATE-weighted,1,age,69.076482021,0.9746141111,1
male,ATE-weighted,1,age,69.790744974,0.9781064835,1
male,ATE-weighted,1,age,70.505007927,0.9813765157,1
male,ATE-weighted,1,age,71.21927088,0.9833304333,1
male,ATE-weighted,1,age,71.933533832,0.9868140044,1
male,ATE-weighted,1,age,72.647796785,0.9900304715,1
male,ATE-weighted,1,age,73.362059738,0.9921697063,1
male,ATE-weighted,1,age,74.07632269,0.9938770865,1
male,ATE-weighted,1,age,74.790585643,0.9951682067,1
male,ATE-weighted,1,age,75.504848596,0.995380368,1
male,ATE-weighted,1,age,76.219111549,0.9962304575,1
male,ATE-weighted,1,age,76.933374501,0.9974949199,1
male,ATE-weighted,1,age,77.647637454,0.9974949199,1
male,ATE-weighted,1,age,78.361900407,0.9979134732,1
male,ATE-weighted,1,age,79.076163359,0.9981229967,1
male,ATE-weighted,1,age,79.790426312,0.9983349925,1
male,ATE-weighted,1,age,80.504689265,0.9985462005,1
male,ATE-weighted,1,age,81.218952217,0.9987546906,1
male,ATE-weighted,1,age,81.93321517,0.9991698248,1
male,ATE-weighted,1,age,82.647478123,0.9993764833,1
male,ATE-weighted,1,age,83.361741076,0.9995840296,1
male,ATE-weighted,1,age,84.076004028,1,1
male,ATT-weighted,0,age,8.0975723267,0.0000487969,0
male,ATT-weighted,0,age,8.856654697,0.0000487969,0
male,ATT-weighted,0,age,9.6157370673,0.0000487969,0
male,ATT-weighted,0,age,10.374819438,0.0000487969,0
male,ATT-weighted,0,age,11.133901808,0.0000487969,0
male,ATT-weighted,0,age,11.892984178,0.0000487969,0
male,ATT-weighted,0,age,12.652066549,0.0001056426,0
male,ATT-weighted,0,age,13.411148919,0.0001056426,0
male,ATT-weighted,0,age,14.170231289,0.0001652419,0
male,ATT-weighted,0,age,14.92931366,0.0002729677,0
male,ATT-weighted,0,age,15.68839603,0.0003972476,0
male,ATT-weighted,0,age,16.4474784,0.0003972476,0
male,ATT-weighted,0,age,17.206560771,0.0003972476,0
male,ATT-weighted,0,age,17.965643141,0.0003972476,0
male,ATT-weighted,0,age,18.724725511,0.0006543189,0
male,ATT-weighted,0,age,19.483807882,0.0009495682,0
male,ATT-weighted,0,age,20.242890252,0.0010783241,0
male,ATT-weighted,0,age,21.001972622,0.0013903867,0
male,ATT-weighted,0,age,21.761054993,0.0015751349,0
male,ATT-weighted,0,age,22.520137363,0.0016538537,0
male,ATT-weighted,0,age,23.279219733,0.0019059431,0
male,ATT-weighted,0,age,24.038302104,0.0023955761,0
male,ATT-weighted,0,age,24.797384474,0.0027155922,0
male,ATT-weighted,0,age,25.556466844,0.0032327535,0
male,ATT-weighted,0,age,26.315549215,0.0044426177,0
male,ATT-weighted,0,age,27.074631585,0.0056263842,0
male,ATT-weighted,0,age,27.833713955,0.0069640391,0
male,ATT-weighted,0,age,28.592796326,0.0092425594,0
male,ATT-weighted,0,age,29.351878696,0.0110630825,0
male,ATT-weighted,0,age,30.110961066,0.0135287209,0
male,ATT-weighted,0,age,30.870043437,0.016878275,0
male,ATT-weighted,0,age,31.629125807,0.0198882253,0
male,ATT-weighted,0,age,32.388208177,0.0246486408,0
male,ATT-weighted,0,age,33.147290548,0.0290260076,0
male,ATT-weighted,0,age,33.906372918,0.0331352938,0
male,ATT-weighted,0,age,34.665455288,0.0405450991,0
male,ATT-weighted,0,age,35.424537659,0.0480716615,0
male,ATT-weighted,0,age,36.183620029,0.0552901816,0
male,ATT-weighted,0,age,36.942702399,0.0616931314,0
male,ATT-weighted,0,age,37.70178477,0.0720417097,0
male,ATT-weighted,0,age,38.46086714,0.0827368391,0
male,ATT-weighted,0,age,39.21994951,0.0942658016,0
male,ATT-weighted,0,age,39.979031881,0.1078400203,0
male,ATT-weighted,0,age,40.738114251,0.1208897167,0
male,ATT-weighted,0,age,41.497196621,0.1389302611,0
male,ATT-weighted,0,age,42.256278992,0.1568968016,0
male,ATT-weighted,0,age,43.015361362,0.1774670962,0
male,ATT-weighted,0,age,43.774443732,0.1956192956,0
male,ATT-weighted,0,age,44.533526103,0.2152984536,0
male,ATT-weighted,0,age,45.292608473,0.235926112,0
male,ATT-weighted,0,age,46.051690843,0.2577414095,0
male,ATT-weighted,0,age,46.810773214,0.2834997681,0
male,ATT-weighted,0,age,47.569855584,0.3073180204,0
male,ATT-weighted,0,age,48.328937954,0.3312162981,0
male,ATT-weighted,0,age,49.088020325,0.3545847355,0
male,ATT-weighted,0,age,49.847102695,0.3844093654,0
male,ATT-weighted,0,age,50.606185065,0.4217055879,0
male,ATT-weighted,0,age,51.365267436,0.4537304488,0
male,ATT-weighted,0,age,52.124349806,0.4840196344,0
male,ATT-weighted,0,age,52.883432176,0.5115797066,0
male,ATT-weighted,0,age,53.642514547,0.5433189412,0
male,ATT-weighted,0,age,54.401596917,0.5761885792,0
male,ATT-weighted,0,age,55.160679287,0.6088623411,0
male,ATT-weighted,0,age,55.919761658,0.6386953626,0
male,ATT-weighted,0,age,56.678844028,0.6639418868,0
male,ATT-weighted,0,age,57.437926398,0.6922810626,0
male,ATT-weighted,0,age,58.197008769,0.7194363266,0
male,ATT-weighted,0,age,58.956091139,0.7458889378,0
male,ATT-weighted,0,age,59.715173509,0.7656682357,0
male,ATT-weighted,0,age,60.47425588,0.7878517262,0
male,ATT-weighted,0,age,61.23333825,0.8074228636,0
male,ATT-weighted,0,age,61.99242062,0.8292720692,0
male,ATT-weighted,0,age,62.751502991,0.8510801773,0
male,ATT-weighted,0,age,63.510585361,0.8690381304,0
male,ATT-weighted,0,age,64.269667731,0.8906202547,0
male,ATT-weighted,0,age,65.028750102,0.9073380301,0
male,ATT-weighted,0,age,65.787832472,0.9185807529,0
male,ATT-weighted,0,age,66.546914842,0.930716658,0
male,ATT-weighted,0,age,67.305997213,0.9412895999,0
male,ATT-weighted,0,age,68.065079583,0.9508032026,0
male,ATT-weighted,0,age,68.824161953,0.9559462302,0
male,ATT-weighted,0,age,69.583244324,0.9638582049,0
male,ATT-weighted,0,age,70.342326694,0.9675994489,0
male,ATT-weighted,0,age,71.101409064,0.9715234324,0
male,ATT-weighted,0,age,71.860491435,0.9742517204,0
male,ATT-weighted,0,age,72.619573805,0.9769850264,0
male,ATT-weighted,0,age,73.378656175,0.9809502499,0
male,ATT-weighted,0,age,74.137738546,0.9841482937,0
male,ATT-weighted,0,age,74.896820916,0.9856058973,0
male,ATT-weighted,0,age,75.655903286,0.9896749533,0
male,ATT-weighted,0,age,76.414985657,0.9915256317,0
male,ATT-weighted,0,age,77.174068027,0.9921735601,0
male,ATT-weighted,0,age,77.933150397,0.9936527027,0
male,ATT-weighted,0,age,78.692232768,0.9936527027,0
male,ATT-weighted,0,age,79.451315138,0.9977717423,0
male,ATT-weighted,0,age,80.210397508,0.9984717558,0
male,ATT-weighted,0,age,80.969479879,0.9984717558,0
male,ATT-weighted,0,age,81.728562249,0.9992139818,0
male,ATT-weighted,0,age,82.487644619,0.9992139818,0
male,ATT-weighted,0,age,83.24672699,1,0
male,ATT-weighted,1,age,14.208202362,0.0006839945,0
male,ATT-weighted,1,age,14.894403978,0.0006839945,0
male,ATT-weighted,1,age,15.580605594,0.0006839945,0
male,ATT-weighted,1,age,16.266807209,0.0006839945,0
male,ATT-weighted,1,age,16.953008825,0.0006839945,0
male,ATT-weighted,1,age,17.639210441,0.0006839945,0
male,ATT-weighted,1,age,18.325412057,0.0006839945,0
male,ATT-weighted,1,age,19.011613672,0.0006839945,0
male,ATT-weighted,1,age,19.697815288,0.0006839945,0
male,ATT-weighted,1,age,20.384016904,0.0013679891,0
male,ATT-weighted,1,age,21.07021852,0.0020519836,0
male,ATT-weighted,1,age,21.756420135,0.0020519836,0
male,ATT-weighted,1,age,22.442621751,0.0020519836,0
male,ATT-weighted,1,age,23.128823367,0.0020519836,0
male,ATT-weighted,1,age,23.815024983,0.0027359781,0
male,ATT-weighted,1,age,24.501226599,0.0034199726,0
male,ATT-weighted,1,age,25.187428214,0.0034199726,0
male,ATT-weighted,1,age,25.87362983,0.0041039672,0
male,ATT-weighted,1,age,26.559831446,0.0054719562,0
male,ATT-weighted,1,age,27.246033062,0.0061559508,0
male,ATT-weighted,1,age,27.932234677,0.0061559508,0
male,ATT-weighted,1,age,28.618436293,0.0082079343,0
male,ATT-weighted,1,age,29.304637909,0.0088919289,0
male,ATT-weighted,1,age,29.990839525,0.0088919289,0
male,ATT-weighted,1,age,30.67704114,0.0123119015,0
male,ATT-weighted,1,age,31.363242756,0.0157318741,0
male,ATT-weighted,1,age,32.049444372,0.0191518468,0
male,ATT-weighted,1,age,32.735645988,0.0218878249,0
male,ATT-weighted,1,age,33.421847604,0.024623803,0
male,ATT-weighted,1,age,34.108049219,0.0287277702,0
male,ATT-weighted,1,age,34.794250835,0.0341997264,0
male,ATT-weighted,1,age,35.480452451,0.0403556772,0
male,ATT-weighted,1,age,36.166654067,0.049247606,0
male,ATT-weighted,1,age,36.852855682,0.0560875513,0
male,ATT-weighted,1,age,37.539057298,0.0656634747,0
male,ATT-weighted,1,age,38.225258914,0.0766073871,0
male,ATT-weighted,1,age,38.91146053,0.0861833105,0
male,ATT-weighted,1,age,39.597662145,0.0998632011,0
male,ATT-weighted,1,age,40.283863761,0.1142270862,0
male,ATT-weighted,1,age,40.970065377,0.1320109439,0
male,ATT-weighted,1,age,41.656266993,0.1477428181,0
male,ATT-weighted,1,age,42.342468609,0.1627906977,0
male,ATT-weighted,1,age,43.028670224,0.1846785226,0
male,ATT-weighted,1,age,43.71487184,0.2086183311,0
male,ATT-weighted,1,age,44.401073456,0.220246238,0
male,ATT-weighted,1,age,45.087275072,0.2441860465,0
male,ATT-weighted,1,age,45.773476687,0.2626538988,0
male,ATT-weighted,1,age,46.459678303,0.2770177839,0
male,ATT-weighted,1,age,47.145879919,0.3064295486,0
male,ATT-weighted,1,age,47.832081535,0.3317373461,0
male,ATT-weighted,1,age,48.51828315,0.3502051984,0
male,ATT-weighted,1,age,49.204484766,0.3727770178,0
male,ATT-weighted,1,age,49.890686382,0.4008207934,0
male,ATT-weighted,1,age,50.576887998,0.4227086183,0
male,ATT-weighted,1,age,51.263089613,0.4487004104,0
male,ATT-weighted,1,age,51.949291229,0.4719562244,0
male,ATT-weighted,1,age,52.635492845,0.5020519836,0
male,ATT-weighted,1,age,53.321694461,0.5300957592,0
male,ATT-weighted,1,age,54.007896077,0.5636114911,0
male,ATT-weighted,1,age,54.694097692,0.5909712722,0
male,ATT-weighted,1,age,55.380299308,0.6162790698,0
male,ATT-weighted,1,age,56.066500924,0.6504787962,0
male,ATT-weighted,1,age,56.75270254,0.6798905609,0
male,ATT-weighted,1,age,57.438904155,0.6976744186,0
male,ATT-weighted,1,age,58.125105771,0.730506156,0
male,ATT-weighted,1,age,58.811307387,0.7428180575,0
male,ATT-weighted,1,age,59.497509003,0.7626538988,0
male,ATT-weighted,1,age,60.183710618,0.7777017784,0
male,ATT-weighted,1,age,60.869912234,0.7982216142,0
male,ATT-weighted,1,age,61.55611385,0.8201094391,0
male,ATT-weighted,1,age,62.242315466,0.8317373461,0
male,ATT-weighted,1,age,62.928517082,0.8474692202,0
male,ATT-weighted,1,age,63.614718697,0.865253078,0
male,ATT-weighted,1,age,64.300920313,0.8775649795,0
male,ATT-weighted,1,age,64.987121929,0.8878248974,0
male,ATT-weighted,1,age,65.673323545,0.8987688098,0
male,ATT-weighted,1,age,66.35952516,0.9131326949,0
male,ATT-weighted,1,age,67.045726776,0.9233926129,0
male,ATT-weighted,1,age,67.731928392,0.9350205198,0
male,ATT-weighted,1,age,68.418130008,0.9411764706,0
male,ATT-weighted,1,age,69.104331623,0.9480164159,0
male,ATT-weighted,1,age,69.790533239,0.9541723666,0
male,ATT-weighted,1,age,70.476734855,0.9630642955,0
male,ATT-weighted,1,age,71.162936471,0.9678522572,0
male,ATT-weighted,1,age,71.849138086,0.9726402189,0
male,ATT-weighted,1,age,72.535339702,0.9740082079,0
male,ATT-weighted,1,age,73.221541318,0.9787961696,0
male,ATT-weighted,1,age,73.907742934,0.9829001368,0
male,ATT-weighted,1,age,74.59394455,0.9856361149,0
male,ATT-weighted,1,age,75.280146165,0.9890560876,0
male,ATT-weighted,1,age,75.966347781,0.9917920657,0
male,ATT-weighted,1,age,76.652549397,0.9938440492,0
male,ATT-weighted,1,age,77.338751013,0.9958960328,0
male,ATT-weighted,1,age,78.024952628,0.9958960328,0
male,ATT-weighted,1,age,78.711154244,0.9965800274,0
male,ATT-weighted,1,age,79.39735586,0.9965800274,0
male,ATT-weighted,1,age,80.083557476,0.9979480164,0
male,ATT-weighted,1,age,80.769759091,0.9986320109,0
male,ATT-weighted,1,age,81.455960707,0.9993160055,0
male,ATT-weighted,1,age,82.142162323,1,0
male,ATT-weighted,0,age,12.709293365,0.0001026965,1
male,ATT-weighted,0,age,13.403628378,0.0001026965,1
male,ATT-weighted,0,age,14.097963391,0.0001026965,1
male,ATT-weighted,0,age,14.792298404,0.0001026965,1
male,ATT-weighted,0,age,15.486633416,0.0001026965,1
male,ATT-weighted,0,age,16.180968429,0.0002510302,1
male,ATT-weighted,0,age,16.875303442,0.0002510302,1
male,ATT-weighted,0,age,17.569638455,0.0002510302,1
male,ATT-weighted,0,age,18.263973467,0.0002510302,1
male,ATT-weighted,0,age,18.95830848,0.0005570401,1
male,ATT-weighted,0,age,19.652643493,0.0006563932,1
male,ATT-weighted,0,age,20.346978505,0.0006563932,1
male,ATT-weighted,0,age,21.041313518,0.0008054054,1
male,ATT-weighted,0,age,21.735648531,0.0008054054,1
male,ATT-weighted,0,age,22.429983544,0.0013276947,1
male,ATT-weighted,0,age,23.124318556,0.0013276947,1
male,ATT-weighted,0,age,23.818653569,0.0020069738,1
male,ATT-weighted,0,age,24.512988582,0.0023859436,1
male,ATT-weighted,0,age,25.207323595,0.0026977068,1
male,ATT-weighted,0,age,25.901658607,0.0031719099,1
male,ATT-weighted,0,age,26.59599362,0.0043254909,1
male,ATT-weighted,0,age,27.290328633,0.0045295141,1
male,ATT-weighted,0,age,27.984663645,0.0050848414,1
male,ATT-weighted,0,age,28.678998658,0.0061418992,1
male,ATT-weighted,0,age,29.373333671,0.0087976955,1
male,ATT-weighted,0,age,30.067668684,0.0118019356,1
male,ATT-weighted,0,age,30.762003696,0.0148774053,1
male,ATT-weighted,0,age,31.456338709,0.0186538218,1
male,ATT-weighted,0,age,32.150673722,0.0224008745,1
male,ATT-weighted,0,age,32.845008735,0.0274299953,1
male,ATT-weighted,0,age,33.539343747,0.0312950006,1
male,ATT-weighted,0,age,34.23367876,0.0369849871,1
male,ATT-weighted,0,age,34.928013773,0.0427831358,1
male,ATT-weighted,0,age,35.622348785,0.0492942811,1
male,ATT-weighted,0,age,36.316683798,0.0576233123,1
male,ATT-weighted,0,age,37.011018811,0.0661328417,1
male,ATT-weighted,0,age,37.705353824,0.0766574723,1
male,ATT-weighted,0,age,38.399688836,0.08898236,1
male,ATT-weighted,0,age,39.094023849,0.1033648939,1
male,ATT-weighted,0,age,39.788358862,0.1152383372,1
male,ATT-weighted,0,age,40.482693874,0.1291205703,1
male,ATT-weighted,0,age,41.177028887,0.1409066637,1
male,ATT-weighted,0,age,41.8713639,0.1556287547,1
male,ATT-weighted,0,age,42.565698913,0.1744871924,1
male,ATT-weighted,0,age,43.260033925,0.1902617271,1
male,ATT-weighted,0,age,43.954368938,0.2093517091,1
male,ATT-weighted,0,age,44.648703951,0.2306877609,1
male,ATT-weighted,0,age,45.343038964,0.2523003847,1
male,ATT-weighted,0,age,46.037373976,0.2800957178,1
male,ATT-weighted,0,age,46.731708989,0.2964407039,1
male,ATT-weighted,0,age,47.426044002,0.3254691831,1
male,ATT-weighted,0,age,48.120379014,0.3556360789,1
male,ATT-weighted,0,age,48.814714027,0.3793103388,1
male,ATT-weighted,0,age,49.50904904,0.4075445422,1
male,ATT-weighted,0,age,50.203384053,0.4312546543,1
male,ATT-weighted,0,age,50.897719065,0.4580579032,1
male,ATT-weighted,0,age,51.592054078,0.4887657676,1
male,ATT-weighted,0,age,52.286389091,0.5200665434,1
male,ATT-weighted,0,age,52.980724104,0.546914987,1
male,ATT-weighted,0,age,53.675059116,0.5850152543,1
male,ATT-weighted,0,age,54.369394129,0.6079513675,1
male,ATT-weighted,0,age,55.063729142,0.6318328586,1
male,ATT-weighted,0,age,55.758064154,0.6573253082,1
male,ATT-weighted,0,age,56.452399167,0.6842006355,1
male,ATT-weighted,0,age,57.14673418,0.7078905636,1
male,ATT-weighted,0,age,57.841069193,0.7268055917,1
male,ATT-weighted,0,age,58.535404205,0.7484166474,1
male,ATT-weighted,0,age,59.229739218,0.7641525927,1
male,ATT-weighted,0,age,59.924074231,0.782133735,1
male,ATT-weighted,0,age,60.618409243,0.8011684812,1
male,ATT-weighted,0,age,61.312744256,0.817254606,1
male,ATT-weighted,0,age,62.007079269,0.8359577868,1
male,ATT-weighted,0,age,62.701414282,0.8461766526,1
male,ATT-weighted,0,age,63.395749294,0.8662380528,1
male,ATT-weighted,0,age,64.090084307,0.8760028998,1
male,ATT-weighted,0,age,64.78441932,0.891766249,1
male,ATT-weighted,0,age,65.478754333,0.9162937631,1
male,ATT-weighted,0,age,66.173089345,0.9255126261,1
male,ATT-weighted,0,age,66.867424358,0.9318688694,1
male,ATT-weighted,0,age,67.561759371,0.9369767379,1
male,ATT-weighted,0,age,68.256094383,0.939269908,1
male,ATT-weighted,0,age,68.950429396,0.9467102478,1
male,ATT-weighted,0,age,69.644764409,0.9545908692,1
male,ATT-weighted,0,age,70.339099422,0.9649341233,1
male,ATT-weighted,0,age,71.033434434,0.974130883,1
male,ATT-weighted,0,age,71.727769447,0.9847852599,1
male,ATT-weighted,0,age,72.42210446,0.9847852599,1
male,ATT-weighted,0,age,73.116439473,0.9847852599,1
male,ATT-weighted,0,age,73.810774485,0.9847852599,1
male,ATT-weighted,0,age,74.505109498,0.9847852599,1
male,ATT-weighted,0,age,75.199444511,0.9847852599,1
male,ATT-weighted,0,age,75.893779523,0.9847852599,1
male,ATT-weighted,0,age,76.588114536,0.9927942649,1
male,ATT-weighted,0,age,77.282449549,0.9927942649,1
male,ATT-weighted,0,age,77.976784562,0.9927942649,1
male,ATT-weighted,0,age,78.671119574,0.9927942649,1
male,ATT-weighted,0,age,79.365454587,0.9927942649,1
male,ATT-weighted,0,age,80.0597896,0.9927942649,1
male,ATT-weighted,0,age,80.754124613,0.9927942649,1
male,ATT-weighted,0,age,81.448459625,1,1
male,ATT-weighted,1,age,13.36397171,0.0002862869,1
male,ATT-weighted,1,age,14.078234663,0.0002862869,1
male,ATT-weighted,1,age,14.792497616,0.0002862869,1
male,ATT-weighted,1,age,15.506760568,0.0002862869,1
male,ATT-weighted,1,age,16.221023521,0.0002862869,1
male,ATT-weighted,1,age,16.935286474,0.0002862869,1
male,ATT-weighted,1,age,17.649549426,0.0002862869,1
male,ATT-weighted,1,age,18.363812379,0.0005725737,1
male,ATT-weighted,1,age,19.078075332,0.0005725737,1
male,ATT-weighted,1,age,19.792338285,0.0005725737,1
male,ATT-weighted,1,age,20.506601237,0.0014314343,1
male,ATT-weighted,1,age,21.22086419,0.0014314343,1
